"id","formulaire","champ","nature","variante","libelle","controle_id","obligation_enregistrement","payload","rpc_service","stockage","transformation_relation","restitution_detail","ecart_detail","source_ui_candidat","source_payload_candidat","source_stockage_candidat","source_detail_candidat","statut","source_baseline","source_version_candidat","candidate_commit"
"MAP-ARTISAN-responsable.fonction","ARTISAN","responsable.fonction","SAISIE_METIER","Personne morale — responsable","Fonction du responsable","responsable.fonction","Requis pour personne morale","p_dossier.responsable.fonction","artisanDossierPayload puis snp_save_artisan_dossier","snp_artisan_responsables.fonction","Objet responsable lié par artisan_id ; champs vides des dates pièce convertis à null.","RESTITUE_STATIQUEMENT","","src/components/artisan/ArtisanDossierFields.tsx:431","src/lib/artisanDossier.ts:301","supabase/migrations/20260906111030_refonte_dossier_artisan.sql:239","src/components/artisan/ArtisanDossierSummary.tsx:175","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/components/artisan/ArtisanDossierFields.tsx:431 (texte identique)","56f6b9d1e2ed8f1664c363cd5a32cdb99b820a2afd8165a61caa6cc311ddf9ba","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-ARTISAN-responsable.type_piece_identite","ARTISAN","responsable.type_piece_identite","SAISIE_METIER","Personne morale — responsable","Type de pièce du responsable","responsable.type_piece_identite","Requis pour personne morale","p_dossier.responsable.type_piece_identite","artisanDossierPayload puis snp_save_artisan_dossier","snp_artisan_responsables.type_piece_identite","Objet responsable lié par artisan_id ; champs vides des dates pièce convertis à null.","RESTITUE_STATIQUEMENT","","src/components/artisan/ArtisanDossierFields.tsx:302","src/lib/artisanDossier.ts:301","supabase/migrations/20260906111030_refonte_dossier_artisan.sql:239","src/components/artisan/ArtisanDossierSummary.tsx:179","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/components/artisan/ArtisanDossierFields.tsx:302 (texte identique)","56f6b9d1e2ed8f1664c363cd5a32cdb99b820a2afd8165a61caa6cc311ddf9ba","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-ARTISAN-responsable.numero_piece_identite","ARTISAN","responsable.numero_piece_identite","SAISIE_METIER","Personne morale — responsable","Numéro de pièce du responsable","responsable.numero_piece_identite","Requis pour personne morale","p_dossier.responsable.numero_piece_identite","artisanDossierPayload puis snp_save_artisan_dossier","snp_artisan_responsables.numero_piece_identite","Objet responsable lié par artisan_id ; champs vides des dates pièce convertis à null.","RESTITUE_STATIQUEMENT","","src/components/artisan/ArtisanDossierFields.tsx:312","src/lib/artisanDossier.ts:301","supabase/migrations/20260906111030_refonte_dossier_artisan.sql:239","src/components/artisan/ArtisanDossierSummary.tsx:180","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/components/artisan/ArtisanDossierFields.tsx:312 (texte identique)","56f6b9d1e2ed8f1664c363cd5a32cdb99b820a2afd8165a61caa6cc311ddf9ba","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-ARTISAN-responsable.date_delivrance_piece","ARTISAN","responsable.date_delivrance_piece","SAISIE_METIER","Personne morale — responsable","Date de délivrance du responsable","responsable.date_delivrance_piece","Facultatif","p_dossier.responsable.date_delivrance_piece","artisanDossierPayload puis snp_save_artisan_dossier","snp_artisan_responsables.date_delivrance_piece","Objet responsable lié par artisan_id ; champs vides des dates pièce convertis à null.","RESTITUE_STATIQUEMENT","","src/components/artisan/ArtisanDossierFields.tsx:316","src/lib/artisanDossier.ts:301","supabase/migrations/20260906111030_refonte_dossier_artisan.sql:239","src/components/artisan/ArtisanDossierSummary.tsx:181","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/components/artisan/ArtisanDossierFields.tsx:316 (texte identique)","56f6b9d1e2ed8f1664c363cd5a32cdb99b820a2afd8165a61caa6cc311ddf9ba","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-ARTISAN-responsable.date_expiration_piece","ARTISAN","responsable.date_expiration_piece","SAISIE_METIER","Personne morale — responsable","Date d’expiration du responsable","responsable.date_expiration_piece","Facultatif","p_dossier.responsable.date_expiration_piece","artisanDossierPayload puis snp_save_artisan_dossier","snp_artisan_responsables.date_expiration_piece","Objet responsable lié par artisan_id ; champs vides des dates pièce convertis à null.","RESTITUE_STATIQUEMENT","","src/components/artisan/ArtisanDossierFields.tsx:322","src/lib/artisanDossier.ts:301","supabase/migrations/20260906111030_refonte_dossier_artisan.sql:239","src/components/artisan/ArtisanDossierSummary.tsx:182","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/components/artisan/ArtisanDossierFields.tsx:322 (texte identique)","56f6b9d1e2ed8f1664c363cd5a32cdb99b820a2afd8165a61caa6cc311ddf9ba","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-ARTISAN-responsable.lieu_delivrance_piece","ARTISAN","responsable.lieu_delivrance_piece","SAISIE_METIER","Personne morale — responsable","Lieu de délivrance du responsable","responsable.lieu_delivrance_piece","Facultatif","p_dossier.responsable.lieu_delivrance_piece","artisanDossierPayload puis snp_save_artisan_dossier","snp_artisan_responsables.lieu_delivrance_piece","Objet responsable lié par artisan_id ; champs vides des dates pièce convertis à null.","RESTITUE_STATIQUEMENT","","src/components/artisan/ArtisanDossierFields.tsx:327","src/lib/artisanDossier.ts:301","supabase/migrations/20260906111030_refonte_dossier_artisan.sql:239","src/components/artisan/ArtisanDossierSummary.tsx:183","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/components/artisan/ArtisanDossierFields.tsx:327 (texte identique)","56f6b9d1e2ed8f1664c363cd5a32cdb99b820a2afd8165a61caa6cc311ddf9ba","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-ARTISAN-documents.artisan.type","ARTISAN","documents.artisan.type","SAISIE_DOCUMENTAIRE","Personne physique","Type de justificatif","Sans id explicite ; label englobant","Facultatif dans la création principale ; validé si déposé","metadata.documentType","artisanDocumentService.upload / sensitiveUploadGateway / snp_register_artisan_document","snp_artisan_documents.type_document","owner_kind=artisan; artisan_id ; responsable_id pour owner responsable. ","RESTITUE_STATIQUEMENT","","src/components/artisan/ArtisanDocuments.tsx:78","src/services/artisanDocumentService.ts:72","supabase/migrations/20260906111030_refonte_dossier_artisan.sql:330","src/components/artisan/ArtisanDossierSummary.tsx:206","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/components/artisan/ArtisanDocuments.tsx:78 (texte identique)","ce2e0779087598e3a213e362035287062767b52cfed63cb2e420b3d93057979b","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-ARTISAN-documents.artisan.title","ARTISAN","documents.artisan.title","SAISIE_DOCUMENTAIRE","Personne physique","Titre des pièces","Sans id explicite ; label englobant","Facultatif dans la création principale ; validé si déposé","metadata.title","artisanDocumentService.upload / sensitiveUploadGateway / snp_register_artisan_document","snp_artisan_documents.titre","owner_kind=artisan; artisan_id ; responsable_id pour owner responsable. Titre vide remplacé par nom du fichier.","RESTITUE_STATIQUEMENT","","src/components/artisan/ArtisanDocuments.tsx:92","src/services/artisanDocumentService.ts:31","supabase/migrations/20260906111030_refonte_dossier_artisan.sql:330","src/components/artisan/ArtisanDossierSummary.tsx:206","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/components/artisan/ArtisanDocuments.tsx:92 (texte identique)","ce2e0779087598e3a213e362035287062767b52cfed63cb2e420b3d93057979b","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-ARTISAN-documents.artisan.file","ARTISAN","documents.artisan.file","FICHIER","Personne physique","Fichiers justificatifs","files-artisan-documents","Facultatif dans la création principale ; validé si déposé","file (binaire)","artisanDocumentService.upload / sensitiveUploadGateway / snp_register_artisan_document","snp_artisan_documents.chemin_fichier + Storage artisan-dossiers","owner_kind=artisan; artisan_id ; responsable_id pour owner responsable. ","RESTITUE_STATIQUEMENT","","src/components/artisan/ArtisanDocuments.tsx:126","src/services/artisanDocumentService.ts:62","supabase/migrations/20260906111030_refonte_dossier_artisan.sql:330","src/components/artisan/ArtisanDossierSummary.tsx:206","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/components/artisan/ArtisanDocuments.tsx:126 (texte identique)","ce2e0779087598e3a213e362035287062767b52cfed63cb2e420b3d93057979b","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-ARTISAN-documents.societe.type","ARTISAN","documents.societe.type","SAISIE_DOCUMENTAIRE","Personne morale — societe","Type de justificatif","Sans id explicite ; label englobant","Facultatif dans la création principale ; validé si déposé","metadata.documentType","artisanDocumentService.upload / sensitiveUploadGateway / snp_register_artisan_document","snp_artisan_documents.type_document","owner_kind=societe; artisan_id ; responsable_id pour owner responsable. ","RESTITUE_STATIQUEMENT","","src/components/artisan/ArtisanDocuments.tsx:78","src/services/artisanDocumentService.ts:72","supabase/migrations/20260906111030_refonte_dossier_artisan.sql:330","src/components/artisan/ArtisanDossierSummary.tsx:206","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/components/artisan/ArtisanDocuments.tsx:78 (texte identique)","ce2e0779087598e3a213e362035287062767b52cfed63cb2e420b3d93057979b","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-ARTISAN-documents.societe.title","ARTISAN","documents.societe.title","SAISIE_DOCUMENTAIRE","Personne morale — societe","Titre des pièces","Sans id explicite ; label englobant","Facultatif dans la création principale ; validé si déposé","metadata.title","artisanDocumentService.upload / sensitiveUploadGateway / snp_register_artisan_document","snp_artisan_documents.titre","owner_kind=societe; artisan_id ; responsable_id pour owner responsable. Titre vide remplacé par nom du fichier.","RESTITUE_STATIQUEMENT","","src/components/artisan/ArtisanDocuments.tsx:92","src/services/artisanDocumentService.ts:31","supabase/migrations/20260906111030_refonte_dossier_artisan.sql:330","src/components/artisan/ArtisanDossierSummary.tsx:206","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/components/artisan/ArtisanDocuments.tsx:92 (texte identique)","ce2e0779087598e3a213e362035287062767b52cfed63cb2e420b3d93057979b","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-ARTISAN-documents.societe.file","ARTISAN","documents.societe.file","FICHIER","Personne morale — societe","Fichiers justificatifs","files-societe-documents","Facultatif dans la création principale ; validé si déposé","file (binaire)","artisanDocumentService.upload / sensitiveUploadGateway / snp_register_artisan_document","snp_artisan_documents.chemin_fichier + Storage artisan-dossiers","owner_kind=societe; artisan_id ; responsable_id pour owner responsable. ","RESTITUE_STATIQUEMENT","","src/components/artisan/ArtisanDocuments.tsx:126","src/services/artisanDocumentService.ts:62","supabase/migrations/20260906111030_refonte_dossier_artisan.sql:330","src/components/artisan/ArtisanDossierSummary.tsx:206","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/components/artisan/ArtisanDocuments.tsx:126 (texte identique)","ce2e0779087598e3a213e362035287062767b52cfed63cb2e420b3d93057979b","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-ARTISAN-documents.responsable.type","ARTISAN","documents.responsable.type","SAISIE_DOCUMENTAIRE","Personne morale — responsable","Type de justificatif","Sans id explicite ; label englobant","Facultatif dans la création principale ; validé si déposé","metadata.documentType","artisanDocumentService.upload / sensitiveUploadGateway / snp_register_artisan_document","snp_artisan_documents.type_document","owner_kind=responsable; artisan_id ; responsable_id pour owner responsable. ","RESTITUE_STATIQUEMENT","","src/components/artisan/ArtisanDocuments.tsx:78","src/services/artisanDocumentService.ts:72","supabase/migrations/20260906111030_refonte_dossier_artisan.sql:330","src/components/artisan/ArtisanDossierSummary.tsx:206","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/components/artisan/ArtisanDocuments.tsx:78 (texte identique)","ce2e0779087598e3a213e362035287062767b52cfed63cb2e420b3d93057979b","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-ARTISAN-documents.responsable.title","ARTISAN","documents.responsable.title","SAISIE_DOCUMENTAIRE","Personne morale — responsable","Titre des pièces","Sans id explicite ; label englobant","Facultatif dans la création principale ; validé si déposé","metadata.title","artisanDocumentService.upload / sensitiveUploadGateway / snp_register_artisan_document","snp_artisan_documents.titre","owner_kind=responsable; artisan_id ; responsable_id pour owner responsable. Titre vide remplacé par nom du fichier.","RESTITUE_STATIQUEMENT","","src/components/artisan/ArtisanDocuments.tsx:92","src/services/artisanDocumentService.ts:31","supabase/migrations/20260906111030_refonte_dossier_artisan.sql:330","src/components/artisan/ArtisanDossierSummary.tsx:206","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/components/artisan/ArtisanDocuments.tsx:92 (texte identique)","ce2e0779087598e3a213e362035287062767b52cfed63cb2e420b3d93057979b","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-ARTISAN-documents.responsable.file","ARTISAN","documents.responsable.file","FICHIER","Personne morale — responsable","Fichiers justificatifs","files-responsable-documents","Facultatif dans la création principale ; validé si déposé","file (binaire)","artisanDocumentService.upload / sensitiveUploadGateway / snp_register_artisan_document","snp_artisan_documents.chemin_fichier + Storage artisan-dossiers","owner_kind=responsable; artisan_id ; responsable_id pour owner responsable. ","RESTITUE_STATIQUEMENT","","src/components/artisan/ArtisanDocuments.tsx:126","src/services/artisanDocumentService.ts:62","supabase/migrations/20260906111030_refonte_dossier_artisan.sql:330","src/components/artisan/ArtisanDossierSummary.tsx:206","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/components/artisan/ArtisanDocuments.tsx:126 (texte identique)","ce2e0779087598e3a213e362035287062767b52cfed63cb2e420b3d93057979b","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-ARTISAN-photoFile","ARTISAN","photoFile","FICHIER","Personne physique uniquement","Photo d’identité","files-artisan-photo","Facultatif ; contrôles de format si renseigné","file + metadata.documentType=photo","artisanDocumentService.upload / snp_register_artisan_document","snp_artisan_documents + Storage artisan-dossiers ; snp_artisans_miniers.photo_url mis à jour côté serveur","JPEG/PNG <= 2 Mo ; section photo absente de la branche personne morale.","RESTITUE_COMME_DOCUMENT","","src/components/artisan/ArtisanMinierForm.tsx:936","src/services/artisanDocumentService.ts:62","supabase/migrations/20260906111030_refonte_dossier_artisan.sql:332","src/components/artisan/ArtisanDossierSummary.tsx:206","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/components/artisan/ArtisanMinierForm.tsx:936 (texte identique)","d9f3427ceff7f846e2176ecd5f2e625b96d0f3aa14f41cf00f7fb3003d01126e","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-ARTISAN-moyens.type","ARTISAN","moyens.type","SAISIE_METIER","Tous moyens ; habilitation requise pour modifier","Type","Sans id explicite ; label englobant","Requis selon type du moyen","p_type","artisanMoyenPaiementService.remplacerPourArtisan / snp_upsert_artisan_moyen_paiement","snp_artisan_moyens_paiement.type","Sauvegarde séparée après le dossier ; reprise explicite en cas d’échec. Révision distincte avant règlement.","ABSENT_DU_DETAIL_PRINCIPAL","Aucun bloc moyens de paiement dans ArtisanDossierSummary ou ArtisanMinierDetails ; relisible en édition, pas dans ce détail.","src/components/artisan/ArtisanMinierForm.tsx:734","src/services/artisanMoyenPaiementService.ts:70","supabase/migrations/20260824235950_lot_4b_separation_fonctions_et_integrite_reglementaire.sql:1037","src/components/artisan/ArtisanDossierSummary.tsx:36","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/components/artisan/ArtisanMinierForm.tsx:734 (texte identique)","d9f3427ceff7f846e2176ecd5f2e625b96d0f3aa14f41cf00f7fb3003d01126e","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-ARTISAN-moyens.titulaire","ARTISAN","moyens.titulaire","SAISIE_METIER","Tous moyens ; habilitation requise pour modifier","Titulaire du compte","Sans id explicite ; label englobant","Requis selon type du moyen","p_titulaire","artisanMoyenPaiementService.remplacerPourArtisan / snp_upsert_artisan_moyen_paiement","snp_artisan_moyens_paiement.titulaire","Sauvegarde séparée après le dossier ; reprise explicite en cas d’échec. Révision distincte avant règlement.","ABSENT_DU_DETAIL_PRINCIPAL","Aucun bloc moyens de paiement dans ArtisanDossierSummary ou ArtisanMinierDetails ; relisible en édition, pas dans ce détail.","src/components/artisan/ArtisanMinierForm.tsx:762","src/services/artisanMoyenPaiementService.ts:71","supabase/migrations/20260824235950_lot_4b_separation_fonctions_et_integrite_reglementaire.sql:1037","src/components/artisan/ArtisanDossierSummary.tsx:36","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/components/artisan/ArtisanMinierForm.tsx:762 (texte identique)","d9f3427ceff7f846e2176ecd5f2e625b96d0f3aa14f41cf00f7fb3003d01126e","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-ARTISAN-moyens.numero_telephone","ARTISAN","moyens.numero_telephone","SAISIE_METIER","Moyen mobile","Numéro de téléphone","Sans id explicite ; label englobant","Requis selon type du moyen","p_numero_telephone","artisanMoyenPaiementService.remplacerPourArtisan / snp_upsert_artisan_moyen_paiement","snp_artisan_moyens_paiement.numero_telephone","Sauvegarde séparée après le dossier ; reprise explicite en cas d’échec. Révision distincte avant règlement.","ABSENT_DU_DETAIL_PRINCIPAL","Aucun bloc moyens de paiement dans ArtisanDossierSummary ou ArtisanMinierDetails ; relisible en édition, pas dans ce détail.","src/components/artisan/ArtisanMinierForm.tsx:778","src/services/artisanMoyenPaiementService.ts:74","supabase/migrations/20260824235950_lot_4b_separation_fonctions_et_integrite_reglementaire.sql:1037","src/components/artisan/ArtisanDossierSummary.tsx:36","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/components/artisan/ArtisanMinierForm.tsx:778 (texte identique)","d9f3427ceff7f846e2176ecd5f2e625b96d0f3aa14f41cf00f7fb3003d01126e","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-ARTISAN-moyens.banque","ARTISAN","moyens.banque","SAISIE_METIER","Virement bancaire ou chèque","Banque","Sans id explicite ; label englobant","Requis selon type du moyen","p_banque","artisanMoyenPaiementService.remplacerPourArtisan / snp_upsert_artisan_moyen_paiement","snp_artisan_moyens_paiement.banque","Sauvegarde séparée après le dossier ; reprise explicite en cas d’échec. Révision distincte avant règlement.","ABSENT_DU_DETAIL_PRINCIPAL","Aucun bloc moyens de paiement dans ArtisanDossierSummary ou ArtisanMinierDetails ; relisible en édition, pas dans ce détail.","src/components/artisan/ArtisanMinierForm.tsx:796","src/services/artisanMoyenPaiementService.ts:75","supabase/migrations/20260824235950_lot_4b_separation_fonctions_et_integrite_reglementaire.sql:1037","src/components/artisan/ArtisanDossierSummary.tsx:36","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/components/artisan/ArtisanMinierForm.tsx:796 (texte identique)","d9f3427ceff7f846e2176ecd5f2e625b96d0f3aa14f41cf00f7fb3003d01126e","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-ARTISAN-moyens.numero_compte","ARTISAN","moyens.numero_compte","SAISIE_METIER","Virement bancaire ou chèque","Numéro de compte","Sans id explicite ; label englobant","Requis selon type du moyen","p_numero_compte","artisanMoyenPaiementService.remplacerPourArtisan / snp_upsert_artisan_moyen_paiement","snp_artisan_moyens_paiement.numero_compte","Sauvegarde séparée après le dossier ; reprise explicite en cas d’échec. Révision distincte avant règlement.","ABSENT_DU_DETAIL_PRINCIPAL","Aucun bloc moyens de paiement dans ArtisanDossierSummary ou ArtisanMinierDetails ; relisible en édition, pas dans ce détail.","src/components/artisan/ArtisanMinierForm.tsx:810","src/services/artisanMoyenPaiementService.ts:76","supabase/migrations/20260824235950_lot_4b_separation_fonctions_et_integrite_reglementaire.sql:1037","src/components/artisan/ArtisanDossierSummary.tsx:36","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/components/artisan/ArtisanMinierForm.tsx:810 (texte identique)","d9f3427ceff7f846e2176ecd5f2e625b96d0f3aa14f41cf00f7fb3003d01126e","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-ARTISAN-moyens.code_swift","ARTISAN","moyens.code_swift","SAISIE_METIER","Virement bancaire ou chèque","Code SWIFT","Sans id explicite ; label englobant","Facultatif","p_code_swift","artisanMoyenPaiementService.remplacerPourArtisan / snp_upsert_artisan_moyen_paiement","snp_artisan_moyens_paiement.code_swift","Sauvegarde séparée après le dossier ; reprise explicite en cas d’échec. Révision distincte avant règlement.","ABSENT_DU_DETAIL_PRINCIPAL","Aucun bloc moyens de paiement dans ArtisanDossierSummary ou ArtisanMinierDetails ; relisible en édition, pas dans ce détail.","src/components/artisan/ArtisanMinierForm.tsx:827","src/services/artisanMoyenPaiementService.ts:77","supabase/migrations/20260824235950_lot_4b_separation_fonctions_et_integrite_reglementaire.sql:1037","src/components/artisan/ArtisanDossierSummary.tsx:36","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/components/artisan/ArtisanMinierForm.tsx:827 (texte identique)","d9f3427ceff7f846e2176ecd5f2e625b96d0f3aa14f41cf00f7fb3003d01126e","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-ARTISAN-moyens.est_principal","ARTISAN","moyens.est_principal","SAISIE_METIER","Tous moyens ; habilitation requise pour modifier","Principal","name=moyen-principal","Facultatif","p_est_principal","artisanMoyenPaiementService.remplacerPourArtisan / snp_upsert_artisan_moyen_paiement","snp_artisan_moyens_paiement.est_principal","Sauvegarde séparée après le dossier ; reprise explicite en cas d’échec. Révision distincte avant règlement.","ABSENT_DU_DETAIL_PRINCIPAL","Aucun bloc moyens de paiement dans ArtisanDossierSummary ou ArtisanMinierDetails ; relisible en édition, pas dans ce détail.","src/components/artisan/ArtisanMinierForm.tsx:687","src/services/artisanMoyenPaiementService.ts:78","supabase/migrations/20260824235950_lot_4b_separation_fonctions_et_integrite_reglementaire.sql:1037","src/components/artisan/ArtisanDossierSummary.tsx:36","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/components/artisan/ArtisanMinierForm.tsx:687 (texte identique)","d9f3427ceff7f846e2176ecd5f2e625b96d0f3aa14f41cf00f7fb3003d01126e","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-ARTISAN-reviewReason","ARTISAN","reviewReason","SAISIE_ACTION_REVUE","Moyen sauvegardé, actif, non vérifié ; habilitation requise","Motif de rejet d’un moyen","review-reason-{moyen.id}","Au moins 10 caractères pour rejeter ; action distincte de sauvegarde dossier","p_motif","artisanMoyenPaiementService.verifier / snp_verifier_artisan_moyen_paiement","snp_artisan_moyens_paiement.observations (rejet) + événement de workflow reviewed","","ABSENT_DU_DETAIL_PRINCIPAL","Décision accessible dans le formulaire, pas de bloc de restitution dans le détail principal.","src/components/artisan/ArtisanMinierForm.tsx:851","src/services/artisanMoyenPaiementService.ts:225","supabase/migrations/20260824235950_lot_4b_separation_fonctions_et_integrite_reglementaire.sql:1112","src/components/artisan/ArtisanDossierSummary.tsx:36","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/components/artisan/ArtisanMinierForm.tsx:851 (texte identique)","d9f3427ceff7f846e2176ecd5f2e625b96d0f3aa14f41cf00f7fb3003d01126e","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-COLLECTEUR-pays","COLLECTEUR","pays","SAISIE_METIER","Création et modification","Pays","collector-pays","Requis","p_dossier.identity.pays","collectorPayload / snp_save_collector","snp_artisans_miniers.pays","Identité forcée physique/collecteur ; payload partagé artisanDossierPayload.","RESTITUE_STATIQUEMENT","","src/pages/collector/CollectorForm.tsx:469","src/lib/collectorDossier.ts:89","supabase/migrations/20260906145430_collecteurs_comptoirs_ventes.sql:127","src/pages/collector/CollectorDetails.tsx:376","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/pages/collector/CollectorForm.tsx:469 (texte identique)","963d98140888ab8e9ec794785ad458251dfaf378d7ce235c07106e8f70761ec7","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-COLLECTEUR-region","COLLECTEUR","region","SAISIE_METIER","Création et modification","Région","ComboBox — id généré par le composant","Requis","p_dossier.identity.region","collectorPayload / snp_save_collector","snp_artisans_miniers.region","Identité forcée physique/collecteur ; payload partagé artisanDossierPayload.","RESTITUE_STATIQUEMENT","","src/pages/collector/CollectorForm.tsx:488","src/lib/collectorDossier.ts:89","supabase/migrations/20260906145430_collecteurs_comptoirs_ventes.sql:127","src/pages/collector/CollectorDetails.tsx:241","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/pages/collector/CollectorForm.tsx:488 (texte identique)","963d98140888ab8e9ec794785ad458251dfaf378d7ce235c07106e8f70761ec7","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-COLLECTEUR-commune","COLLECTEUR","commune","SAISIE_METIER","Création et modification","Commune","ComboBox — id généré par le composant","Requis","p_dossier.identity.commune","collectorPayload / snp_save_collector","snp_artisans_miniers.commune","Identité forcée physique/collecteur ; payload partagé artisanDossierPayload.","RESTITUE_STATIQUEMENT","","src/pages/collector/CollectorForm.tsx:506","src/lib/collectorDossier.ts:89","supabase/migrations/20260906145430_collecteurs_comptoirs_ventes.sql:127","src/pages/collector/CollectorDetails.tsx:241","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/pages/collector/CollectorForm.tsx:506 (texte identique)","963d98140888ab8e9ec794785ad458251dfaf378d7ce235c07106e8f70761ec7","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-COLLECTEUR-adresse","COLLECTEUR","adresse","SAISIE_METIER","Création et modification","Adresse du lieu d’exercice","collector-adresse","Facultatif","p_dossier.identity.adresse","collectorPayload / snp_save_collector","snp_artisans_miniers.adresse","Identité forcée physique/collecteur ; payload partagé artisanDossierPayload.","RESTITUE_STATIQUEMENT","","src/pages/collector/CollectorForm.tsx:518","src/lib/collectorDossier.ts:89","supabase/migrations/20260906145430_collecteurs_comptoirs_ventes.sql:127","src/pages/collector/CollectorDetails.tsx:378","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/pages/collector/CollectorForm.tsx:518 (texte identique)","963d98140888ab8e9ec794785ad458251dfaf378d7ce235c07106e8f70761ec7","07ffc71ab9e1320df845694736a3f5af88141431"
"MAP-COLLECTEUR-telephone","COLLECTEUR","telephone","SAISIE_METIER","Création et modification","Téléphone","collector-telephone","Requis","p_dossier.identity.telephone","collectorPayload / snp_save_collector","snp_artisans_miniers.telephone","Identité forcée physique/collecteur ; payload partagé artisanDossierPayload.","RESTITUE_STATIQUEMENT","","src/pages/collector/CollectorForm.tsx:426","src/lib/collectorDossier.ts:89","supabase/migrations/20260906145430_collecteurs_comptoirs_ventes.sql:127","src/pages/collector/CollectorDetails.tsx:367","A_CONTROLER — correspondance statique relue ; UI_API_BASE_NON_EXECUTE","83f8c74e:src/pages/collector/CollectorForm.tsx:426 (texte identique)","963d98140888ab8e9ec794785ad458251dfaf378d7ce235c07106e8f70761ec7","07ffc71ab9e1320df845694736a3f5af88141431"
