"id","portail","module","route","type","libelle","source","composants","actions","permissions","politique_registre","defauts","responsable","exigence_design","methode","revue_statique","statut","test_ui","preuve_ui","baseline","version_source"
"ACT-a8f5b7d2a172","admin | owner | sonasp","artisan-minier","/artisan-minier/cartes/expirations | /artisan-minier/cartes/suivi | /artisan-minier/cartes/validation","ACTION_JSX","Réessayer","src/pages/artisan-minier/AffiliationsCartes.tsx:464","src/pages/artisan-minier/AffiliationsCartes.tsx","{() => void load()}","src/pages/artisan-minier/AffiliationsCartes.tsx:121 hasSensitiveCapability( user, CAPABILITIES.PLATFORM_SETTINGS_MANAGE, ) | src/pages/artisan-minier/AffiliationsCartes.tsx:125 hasSensitiveCapability( user, CAPABILITIES.ARTISAN_MEMBERSHIP_MANAGE, ) | src/pages/artisan-minier/AffiliationsCartes.tsx:131 hasSensitiveCapability(user, CAPABILITIES.ARTISAN_CARDS_MANAGE)","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot artisans et affiliations","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-a8fc578746c0","collector | owner","portal-collector","/portail-collecteur","ACTION_JSX","Paiements","src/pages/collector/CollectorPortalPage.tsx:124","src/pages/collector/CollectorPortalPage.tsx","","","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot portal-collector","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-a93d294c2fc6","admin | collector | comptoir | owner | sonasp","artisan_gold_market","/artisan-minier/paiements/:venteId/nouveau","ACTION_JSX","Annuler","src/pages/artisan-minier/PaiementForm.tsx:614","src/pages/artisan-minier/PaiementForm.tsx","{() => navigate('/artisan-minier/paiements')}","src/pages/artisan-minier/PaiementForm.tsx:242 isCollectorScopedUser(user) | src/pages/artisan-minier/PaiementForm.tsx:243 hasSensitiveCapability(user, CAPABILITIES.COLLECTOR_PAYMENTS_EXECUTE) | src/pages/artisan-minier/PaiementForm.tsx:244 hasSensitiveCapability(user, CAPABILITIES.COMPTOIR_PAYMENTS_EXECUTE) | src/pages/artisan-minier/PaiementForm.tsx:244 hasSensitiveCapability(user, CAPABILITIES.FINANCE_EXECUTE)","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot marché artisanal et paiements","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-a94883448444","admin | collector | comptoir | dgmg | owner | sonasp","artisan-minier","/artisan-minier/:id","ACTION_JSX","Modifier le dossier","src/pages/artisan-minier/ArtisanMinierDetails.tsx:317","src/pages/artisan-minier/ArtisanMinierDetails.tsx","{() => navigate(`/artisan-minier/${artisan.id}/edit`)}","src/pages/artisan-minier/ArtisanMinierDetails.tsx:114 isCollectorScopedUser(user)","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot artisans et affiliations","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-aa4bf5c93f97","CONSOMMATEUR_NON_RESOLU","TRANSVERSE_OU_ORPHELIN_A_QUALIFIER","","ACTION_JSX","Actualiser","src/pages/artisan-minier/CarteExpirations.tsx:180","src/pages/artisan-minier/CarteExpirations.tsx","{() => void loadData()}","","Aucune association statique résolue; conserver dans le périmètre de qualification","NON_INSPECTE_EN_UI","Lot partagé : propriétaire à affecter par orchestrateur","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-aaea3bdc7e7b","admin | owner | sonasp","artisan-minier","/artisan-minier/cartes/expirations | /artisan-minier/cartes/suivi | /artisan-minier/cartes/validation","ACTION_JSX","button","src/pages/artisan-minier/AffiliationsCartes.tsx:970","src/pages/artisan-minier/AffiliationsCartes.tsx","{() => applyTask(key as ""identity"" | ""inactive"" | ""expired"") }","src/pages/artisan-minier/AffiliationsCartes.tsx:121 hasSensitiveCapability( user, CAPABILITIES.PLATFORM_SETTINGS_MANAGE, ) | src/pages/artisan-minier/AffiliationsCartes.tsx:125 hasSensitiveCapability( user, CAPABILITIES.ARTISAN_MEMBERSHIP_MANAGE, ) | src/pages/artisan-minier/AffiliationsCartes.tsx:131 hasSensitiveCapability(user, CAPABILITIES.ARTISAN_CARDS_MANAGE)","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot artisans et affiliations","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-aba7d188ddbb","admin | collector | comptoir | dgmg | owner | sonasp","artisan-minier","/artisan-minier/collecteurs | /artisan-minier/collecteurs/:id","ACTION_JSX","Actualiser","src/pages/collector/CollectorDetails.tsx:305","src/pages/collector/CollectorDetails.tsx","{onRefresh}","","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot artisans et affiliations","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-aba88405d794","comptoir | owner","portal-comptoir","/portail-comptoir","ACTION_JSX","Voir le registre","src/pages/comptoir/ComptoirPortalPage.tsx:185","src/pages/comptoir/ComptoirPortalPage.tsx","","","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot portal-comptoir","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-acd18ac7f541","admin | collector | comptoir | dgmg | owner | sonasp","artisan-minier","/artisan-minier/:id/edit | /artisan-minier/liste","ACTION_JSX","button","src/components/artisan/ArtisanDocuments.tsx:200","src/components/artisan/ArtisanDocuments.tsx","{async () => { try { const url = await artisanDocumentService.url(doc); window.open(url, '_blank', 'noopener,noreferrer'); } catch { setError('L’ouverture de la pièce a échoué. Réessayez.'); } }}","","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot artisans et affiliations","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-ade73abcada7","admin | collector | comptoir | dgmg | owner | sonasp","artisan-minier","/artisan-minier/liste","ACTION_JSX","Retour à la liste","src/pages/artisan-minier/ArtisanMinierListe.tsx:317","src/pages/artisan-minier/ArtisanMinierListe.tsx","{() => { if(document.dispatchEvent(new Event('sonasp:artisan-before-leave',{cancelable:true}))) setShowForm(false); }}","src/pages/artisan-minier/ArtisanMinierListe.tsx:164 isComptoirScopedUser(user) | src/pages/artisan-minier/ArtisanMinierListe.tsx:165 isCollectorScopedUser(user) | src/pages/artisan-minier/ArtisanMinierListe.tsx:303 canManageMiningRegistry(user) | src/pages/artisan-minier/ArtisanMinierListe.tsx:353 canManageMiningRegistry(user)","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot artisans et affiliations","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-adfc3a7dad91","CONSOMMATEUR_NON_RESOLU","TRANSVERSE_OU_ORPHELIN_A_QUALIFIER","","ACTION_JSX","Traiter les expirations","src/pages/artisan-minier/CarteSuivi.tsx:169","src/pages/artisan-minier/CarteSuivi.tsx","{() => navigate('/artisan-minier/cartes/expirations')}","","Aucune association statique résolue; conserver dans le périmètre de qualification","NON_INSPECTE_EN_UI","Lot partagé : propriétaire à affecter par orchestrateur","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-ae548452a3bb","admin | owner | sonasp","artisan-minier","/artisan-minier/cartes/expirations | /artisan-minier/cartes/suivi | /artisan-minier/cartes/validation","ACTION_JSX","Page suivante","src/pages/artisan-minier/AffiliationsCartes.tsx:917","src/pages/artisan-minier/AffiliationsCartes.tsx","{() => setPage(currentPage + 1)}","src/pages/artisan-minier/AffiliationsCartes.tsx:121 hasSensitiveCapability( user, CAPABILITIES.PLATFORM_SETTINGS_MANAGE, ) | src/pages/artisan-minier/AffiliationsCartes.tsx:125 hasSensitiveCapability( user, CAPABILITIES.ARTISAN_MEMBERSHIP_MANAGE, ) | src/pages/artisan-minier/AffiliationsCartes.tsx:131 hasSensitiveCapability(user, CAPABILITIES.ARTISAN_CARDS_MANAGE)","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot artisans et affiliations","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-aec1661e5eda","admin | collector | comptoir | owner | sonasp","artisan_gold_market","/artisan-minier/paiements/historique/:paiementId","ACTION_JSX","Paiements","src/pages/artisan-minier/PaiementDetails.tsx:470","src/pages/artisan-minier/PaiementDetails.tsx","{() => navigate('/artisan-minier/paiements/historique')}","src/pages/artisan-minier/PaiementDetails.tsx:181 isCollectorScopedUser(user) | src/pages/artisan-minier/PaiementDetails.tsx:183 hasSensitiveCapability(user, CAPABILITIES.COLLECTOR_PAYMENTS_EXECUTE) | src/pages/artisan-minier/PaiementDetails.tsx:184 hasSensitiveCapability(user, CAPABILITIES.COMPTOIR_PAYMENTS_EXECUTE) | src/pages/artisan-minier/PaiementDetails.tsx:184 hasSensitiveCapability(user, CAPABILITIES.FINANCE_EXECUTE) | src/pages/artisan-minier/PaiementDetails.tsx:185 hasSensitiveCapability(user, CAPABILITIES.COMPTOIR_PAYMENTS_RECONCILE) | src/pages/artisan-minier/PaiementDetails.tsx:186 hasSensitiveCapability(user, CAPABILITIES.FINANCE_RECONCILE)","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot marché artisanal et paiements","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-af781d11398c","admin | owner | sonasp","artisan-minier","/artisan-minier/:artisanId/infractions/:infractionId","ACTION_JSX","{cloture ? 'Modifier le constat' : 'Instruire et clôturer'}","src/pages/artisan-minier/InfractionDetails.tsx:197","src/pages/artisan-minier/InfractionDetails.tsx","{() => navigate(modifier)}","","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot artisans et affiliations","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-afa03fdec311","admin | collector | comptoir | dgmg | owner | sonasp","artisan-minier","/artisan-minier/collecteurs | /artisan-minier/collecteurs/:id","ACTION_JSX","{configure ? ""Fermer la configuration"" : ""Configurer la délégation""}","src/pages/collector/CollectorDetails.tsx:489","src/pages/collector/CollectorDetails.tsx","{() => setConfigure((v) => !v)}","","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot artisans et affiliations","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-afa34e4eb9b4","admin | collector | comptoir | dgi | owner | sonasp","artisan_gold_market","/artisan-minier/ventes-or/:id","ACTION_JSX","{updating ? <Loader2 className=""sn-spin"" aria-hidden=""true"" /> : <BadgeCheck aria-hidden=""true"" />} Approuver la vente","src/pages/artisan-minier/VenteOrDetails.tsx:266","src/pages/artisan-minier/VenteOrDetails.tsx","{() => void changerStatut('validee', 'Approuver')}","src/pages/artisan-minier/VenteOrDetails.tsx:115 isCollectorScopedUser(user)","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot marché artisanal et paiements","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-b1c960b52bdc","admin | dgmg | owner | sonasp","mining_sites","/artisan-sites","ACTION_JSX","Appliquer","src/pages/artisanal-sites/ArtisanalSitesOverview.tsx:325","src/pages/artisanal-sites/ArtisanalSitesOverview.tsx","{() => setDatePanelOpen(false)}","src/pages/artisanal-sites/ArtisanalSitesOverview.tsx:142 canManageMiningRegistry(user)","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot sites artisanaux","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-b2618cb621d0","admin | collector | comptoir | dgi | owner | sonasp","artisan_gold_market","/artisan-minier/ventes-or","ACTION_JSX","button","src/pages/artisan-minier/VentesOr.tsx:255","src/pages/artisan-minier/VentesOr.tsx","{(event) => { event.stopPropagation(); navigate(`/artisan-minier/ventes-or/${sale.id}`); }}","src/pages/artisan-minier/VentesOr.tsx:133 isComptoirScopedUser(user) | src/pages/artisan-minier/VentesOr.tsx:134 isCollectorScopedUser(user)","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot marché artisanal et paiements","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-b2862829c11c","admin | collector | comptoir | dgi | owner | sonasp","artisan_gold_market","/artisan-minier/ventes-or","ACTION_JSX","Réessayer","src/pages/artisan-minier/VentesOr.tsx:355","src/pages/artisan-minier/VentesOr.tsx","{() => void loadSales()}","src/pages/artisan-minier/VentesOr.tsx:133 isComptoirScopedUser(user) | src/pages/artisan-minier/VentesOr.tsx:134 isCollectorScopedUser(user)","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot marché artisanal et paiements","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-b3483aab8d21","admin | collector | comptoir | dgi | owner | sonasp","artisan_gold_market","/artisan-minier/ventes-or","ACTION_JSX","Fermer les filtres","src/pages/artisan-minier/VentesOr.tsx:386","src/pages/artisan-minier/VentesOr.tsx","{() => setFiltresOuverts(false)}","src/pages/artisan-minier/VentesOr.tsx:133 isComptoirScopedUser(user) | src/pages/artisan-minier/VentesOr.tsx:134 isCollectorScopedUser(user)","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot marché artisanal et paiements","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-b3d3d6639d4a","admin | collector | comptoir | dgmg | owner | sonasp","artisan-minier","/artisan-minier/collecteurs | /artisan-minier/collecteurs/:id","ACTION_JSX","Actualiser","src/pages/collector/CollectorsPage.tsx:191","src/pages/collector/CollectorsPage.tsx","{() => void load()}","src/pages/collector/CollectorsPage.tsx:237 isCollectorScopedUser(user) | src/pages/collector/CollectorsPage.tsx:237 isComptoirScopedUser(user) | src/pages/collector/CollectorsPage.tsx:48 canManageMiningRegistry(user) | src/pages/collector/CollectorsPage.tsx:50 hasSensitiveCapability(user, CAPABILITIES.COMPTOIR_PAYMENTS_EXECUTE) | src/pages/collector/CollectorsPage.tsx:51 hasSensitiveCapability(user, CAPABILITIES.FINANCE_EXECUTE)","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot artisans et affiliations","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-b51aedc35f8d","admin | dgmg | owner","artisan-minier","/artisan-minier/comptoirs/:id | /artisan-minier/comptoirs/:id/modifier | /artisan-minier/comptoirs/nouveau","ACTION_JSX","Annuler","src/pages/collector/ComptoirForm.tsx:771","src/pages/collector/ComptoirForm.tsx","{leave}","src/pages/collector/ComptoirForm.tsx:938 canManageMiningRegistry(user)","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot artisans et affiliations","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-b63ccc18b703","admin | collector | comptoir | dgmg | owner | sonasp","artisan-minier","/artisan-minier/:id | /artisan-minier/cartes/expirations | /artisan-minier/cartes/suivi | /artisan-minier/cartes/validation","ACTION_JSX","CardRevision","src/components/artisan/AffiliationDossier.tsx:653","src/components/artisan/AffiliationDossier.tsx","{(state, reason, id) => run( async () => { if (state === ""correction"") { await affiliationService.correct(id, card.id, reason); changeCard(id); } else await carteProfessionnelleService.transitionner( card.id, card.statut as CarteProfessionnelleStatut, state as CarteProfessionnelleStatut, reason, ); }, state === ""correction"" ? ""Version corrigée créée ; son contrôle reste nécessaire."" : ""Décision enregistrée dans l’historique."", ) }","src/components/artisan/AffiliationDossier.tsx:74 hasSensitiveCapability( user, CAPABILITIES.ARTISAN_CARDS_MANAGE, ) | src/components/artisan/AffiliationDossier.tsx:78 hasSensitiveCapability( user, CAPABILITIES.ARTISAN_MEMBERSHIP_MANAGE, ) | src/components/artisan/AffiliationDossier.tsx:82 hasSensitiveCapability( user, CAPABILITIES.ARTISAN_MEMBERSHIP_CONFIRM, ) | src/components/artisan/AffiliationDossier.tsx:86 hasSensitiveCapability( user, CAPABILITIES.ARTISAN_CARDS_ACTIVATE, )","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot artisans et affiliations","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-b7c1e049f532","admin | collector | comptoir | owner | sonasp","artisan_gold_market","/artisan-minier/paiements/historique/:paiementId","ACTION_JSX","{transitioning ? <Loader2 className=""sn-spin"" aria-hidden=""true"" /> : <ShieldCheck aria-hidden=""true""} {statusStep.actionLabel}","src/pages/artisan-minier/PaiementDetails.tsx:525","src/pages/artisan-minier/PaiementDetails.tsx","{() => void submitNextStep()}","src/pages/artisan-minier/PaiementDetails.tsx:181 isCollectorScopedUser(user) | src/pages/artisan-minier/PaiementDetails.tsx:183 hasSensitiveCapability(user, CAPABILITIES.COLLECTOR_PAYMENTS_EXECUTE) | src/pages/artisan-minier/PaiementDetails.tsx:184 hasSensitiveCapability(user, CAPABILITIES.COMPTOIR_PAYMENTS_EXECUTE) | src/pages/artisan-minier/PaiementDetails.tsx:184 hasSensitiveCapability(user, CAPABILITIES.FINANCE_EXECUTE) | src/pages/artisan-minier/PaiementDetails.tsx:185 hasSensitiveCapability(user, CAPABILITIES.COMPTOIR_PAYMENTS_RECONCILE) | src/pages/artisan-minier/PaiementDetails.tsx:186 hasSensitiveCapability(user, CAPABILITIES.FINANCE_RECONCILE)","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot marché artisanal et paiements","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-b7fc49c926ff","admin | collector | comptoir | dgmg | owner | sonasp","artisan_gold_market","/collecte/ventes | /collecte/ventes/nouvelle","ACTION_JSX","{busy ? ""Enregistrement…"" : ""Soumettre à approbation""}","src/pages/collector/CollectionSalesPage.tsx:233","src/pages/collector/CollectionSalesPage.tsx","","src/pages/collector/CollectionSalesPage.tsx:250 isCollectorScopedUser(user)","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot marché artisanal et paiements","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-b86cff1b5bbc","admin | dgmg | owner | sonasp","mining_sites","/artisan-sites","ACTION_JSX","Enregistrer un site","src/pages/artisanal-sites/ArtisanalSitesOverview.tsx:303","src/pages/artisanal-sites/ArtisanalSitesOverview.tsx","{() => navigate('/artisan-sites/nouveau')}","src/pages/artisanal-sites/ArtisanalSitesOverview.tsx:142 canManageMiningRegistry(user)","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot sites artisanaux","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-b8d820ed4202","admin | collector | comptoir | dgmg | owner | sonasp","artisan-minier","/artisan-minier/:id","ACTION_JSX","Liste","src/pages/artisan-minier/ArtisanMinierDetails.tsx:307","src/pages/artisan-minier/ArtisanMinierDetails.tsx","{() => navigate('/artisan-minier/liste')}","src/pages/artisan-minier/ArtisanMinierDetails.tsx:114 isCollectorScopedUser(user)","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot artisans et affiliations","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"ACT-b8e29c725f8d","admin | collector | comptoir | dgmg | owner | sonasp","artisan-minier","/artisan-minier/:id/edit | /artisan-minier/liste","ACTION_JSX","button","src/components/artisan/ArtisanDocuments.tsx:231","src/components/artisan/ArtisanDocuments.tsx","{async () => { try { await onRemoveSaved(doc); } catch { setError('La pièce n’a pas été retirée. Réessayez.'); } }}","","Hérite du contexte route candidat; conditions internes à relire; serveur non testé","NON_INSPECTE_EN_UI","Lot artisans et affiliations","Master §§7–14 et annexe A : champs/actions existants, erreurs explicites, contexte autorisé, responsive, persistance et audit indépendants","AST_JSX","DETECTION_AUTOMATIQUE_NON_REVUE; imports candidats ≠ visibilité prouvée","À INVENTORIER","NON EXÉCUTÉ","","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
